flashcard_id,question,answer,english
924ec5fc-00b5-4792-9b66-c9768722ef51,彼女は今____です。,二十歳,She is now 20 years old.
b7cfb438-3383-4e0d-bfcd-a7cd37cb8ba7,彼は____にいます。,横,He is next to (beside) me.
b7cfb438-3383-4e0d-bfcd-a7cd37cb8ba7,私の家の____に公園があります。,横,There is a park next to my house.
b7cfb438-3383-4e0d-bfcd-a7cd37cb8ba7,テーブルの____に本があります。,横,There is a book next to the table.
5ac6cfc1-90c1-4592-bffe-848fc0ed0493,私の家は____にあります。,近く,My house is nearby.
5ac6cfc1-90c1-4592-bffe-848fc0ed0493,学校は公園の____です。,近く,The school is near the park.
5ac6cfc1-90c1-4592-bffe-848fc0ed0493,彼の家は私の家の____です。,近く,His house is near my house.
935777f1-e2bf-4fd1-ac27-fe3b63ea3d01,彼は____を持っています。,～本,He has a pencil.
935777f1-e2bf-4fd1-ac27-fe3b63ea3d01,私は毎朝____を飲みます。,～本,I drink juice every morning.
935777f1-e2bf-4fd1-ac27-fe3b63ea3d01,友達に____をあげました。,～本,I gave my friend an umbrella.
266eb48d-faf1-41cf-a965-a803a181a177,このリンゴは____です。,キロ; キログラム,This apple is one kilo.
266eb48d-faf1-41cf-a965-a803a181a177,私は____の米を買いました。,キロ; キログラム,I bought three kilos of rice.
266eb48d-faf1-41cf-a965-a803a181a177,その魚は____あります。,キロ; キログラム,That fish weighs five kilos.
0a0a95f1-dde0-4ac5-bf3c-8b29ed6e7bcf,私は犬____猫が好きです。,や,I like dogs and cats.
0a0a95f1-dde0-4ac5-bf3c-8b29ed6e7bcf,彼は日本語____英語を話します。,や,He speaks Japanese and English.
0a0a95f1-dde0-4ac5-bf3c-8b29ed6e7bcf,この本____その本は面白いです。,や,This book and that book are interesting.
c4464426-7cc9-4807-8f47-15068c65cd9d,私の誕生日は____です。,～月,My birthday is in April.
c4464426-7cc9-4807-8f47-15068c65cd9d,日本では、桜は____に咲きます。,～月,"In Japan, cherry blossoms bloom in March."
c4464426-7cc9-4807-8f47-15068c65cd9d,学校は九月から始まります。,～月,School starts in September.
553d1056-7697-45cd-bb99-69f752b0484c,彼は____円持っています。,千,He has a thousand yen.
553d1056-7697-45cd-bb99-69f752b0484c,この本は____ページあります。,千,This book has a thousand pages.
553d1056-7697-45cd-bb99-69f752b0484c,日本の人口は____万人です。,千,The population of Japan is a thousand ten thousand.
90c93cd9-8a6d-4267-bbc7-af8905c6077e,このケーキは____に切ってください。,半分,Please cut this cake in half.
90c93cd9-8a6d-4267-bbc7-af8905c6077e,彼は私の____を持っていきました。,半分,He took half of mine.
90c93cd9-8a6d-4267-bbc7-af8905c6077e,ジュースを____飲みました。,半分,I drank half of the juice.
59936239-e621-4c38-8ba4-68a372749e13,今月の____は日曜日です。,七日,The seventh day of this month is Sunday.
59936239-e621-4c38-8ba4-68a372749e13,私の誕生日は____です。,七日,My birthday is on the seventh.
59936239-e621-4c38-8ba4-68a372749e13,____後に友達に会います。,七日,I will meet my friend in seven days.
5a838667-2032-46e9-adb0-41dcfbd49e92,彼は____つのリンゴを持っています。,六,He has six apples.
5a838667-2032-46e9-adb0-41dcfbd49e92,今日は____日です。,六,Today is the sixth day.
5a838667-2032-46e9-adb0-41dcfbd49e92,私の兄は____歳です。,六,My older brother is six years old.
f4f2a40d-8369-4ac1-a239-02a22c631869,彼は毎日____運動します。,～くらい; ぐらい,He exercises for about an hour every day.
f4f2a40d-8369-4ac1-a239-02a22c631869,この本は____の値段です。,～くらい; ぐらい,This book costs about a thousand yen.
f4f2a40d-8369-4ac1-a239-02a22c631869,私の家は駅から____です。,～くらい; ぐらい,My house is about ten minutes from the station.
06941172-14ab-47f4-a374-a5c115a04c0d,私の家には____つの犬がいます。,一,There is one dog in my house.
06941172-14ab-47f4-a374-a5c115a04c0d,彼は____人の友達がいます。,一,He has one friend.
06941172-14ab-47f4-a374-a5c115a04c0d,今日は____つの本を読みました。,一,I read one book today.
e8d939cd-0b89-4aea-b58a-fbe5525c5470,この本はあの本より____です。,[A]は[B]より・・・です,This book is more interesting than that book.
e8d939cd-0b89-4aea-b58a-fbe5525c5470,彼は私より____です。,[A]は[B]より・・・です,He is taller than me.
e8d939cd-0b89-4aea-b58a-fbe5525c5470,この車はその車より____です。,[A]は[B]より・・・です,This car is faster than that car.
a767827d-8152-47d4-af37-7cc9a1a6370c,彼は____のりんごを買いました。,八つ,He bought eight apples.
a767827d-8152-47d4-af37-7cc9a1a6370c,私の家には____の猫がいます。,八つ,There are eight cats in my house.
a767827d-8152-47d4-af37-7cc9a1a6370c,学校で____の本を読みました。,八つ,I read eight books at school.
d0c18959-b2af-4553-9e16-ba7a91f0ff83,彼は____のりんごを持っています。,九つ,He has nine apples.
d0c18959-b2af-4553-9e16-ba7a91f0ff83,テーブルの上に____の本があります。,九つ,There are nine books on the table.
d0c18959-b2af-4553-9e16-ba7a91f0ff83,私は____の花を買いました。,九つ,I bought nine flowers.
03249a7a-57db-4a38-9cb0-0782039aec69,私は映画を____見ました。,～回,I watched the movie three times.
03249a7a-57db-4a38-9cb0-0782039aec69,彼は毎日____勉強します。,～回,He studies five times every day.
03249a7a-57db-4a38-9cb0-0782039aec69,私たちは____旅行に行きました。,～回,We went on a trip two times.
7f43efd4-0be2-44a1-8d87-acbf6338acae,駅まで____を歩きます。,キロ; キロメートル,I walk a kilometer to the station.
7f43efd4-0be2-44a1-8d87-acbf6338acae,私の家は学校から____あります。,キロ; キロメートル,My house is one kilometer from the school.
7f43efd4-0be2-44a1-8d87-acbf6338acae,彼は毎日____を走ります。,キロ; キロメートル,He runs a kilometer every day.
62f2b811-2cf3-4096-84fd-3084f518f42d,彼は自転車を____買いました。,～台,He bought a bicycle.
62f2b811-2cf3-4096-84fd-3084f518f42d,私の家には車が二____あります。,～台,There are two cars in my house.
62f2b811-2cf3-4096-84fd-3084f518f42d,この店でバイクを一____見ました。,～台,I saw one motorcycle at this store.
3511c2de-1bac-41c1-84bb-fba4ed3cfd1d,彼は日本に____います。,～週間,He will be in Japan for three weeks.
3511c2de-1bac-41c1-84bb-fba4ed3cfd1d,私の友達は____休みます。,～週間,My friend will take a break for two weeks.
3511c2de-1bac-41c1-84bb-fba4ed3cfd1d,この本は____かかります。,～週間,This book will take four weeks.
7693eaf5-b84b-4836-a17a-ba1aee246a38,彼は____の本を持っています。,二つ,He has two books.
7693eaf5-b84b-4836-a17a-ba1aee246a38,私は____のペンを買いました。,二つ,I bought two pens.
7693eaf5-b84b-4836-a17a-ba1aee246a38,テーブルの上に____のリンゴがあります。,二つ,There are two apples on the table.
1f31fd11-84e7-425d-8f73-fde64c658435,猫が____います。,～匹,There are two cats.
1f31fd11-84e7-425d-8f73-fde64c658435,犬が____走っています。,～匹,Three dogs are running.
1f31fd11-84e7-425d-8f73-fde64c658435,公園に____います。,～匹,There are five small animals in the park.
e0b796ae-0d44-47a2-b712-6aef89e734d3,彼はコーヒーを____飲みます。,～杯,He drinks one cup of coffee.
e0b796ae-0d44-47a2-b712-6aef89e734d3,私たちはお茶を____ください。,～杯,Please give us two cups of tea.
e0b796ae-0d44-47a2-b712-6aef89e734d3,友達がジュースを____持っています。,～杯,My friend has three cups of juice.
687146c7-45ab-451f-b3fd-bec79571b126,公園には____がいます。,一人,There is one person in the park.
687146c7-45ab-451f-b3fd-bec79571b126,彼は____で旅行します。,一人,He travels alone.
687146c7-45ab-451f-b3fd-bec79571b126,____で映画を見ました。,一人,I watched a movie by myself.
8b386a7b-3b70-41ec-a25e-0a760701c2cf,今日は____です。,～日,Today is the third.
8b386a7b-3b70-41ec-a25e-0a760701c2cf,彼は毎日____運動します。,～日,He exercises for five days.
8b386a7b-3b70-41ec-a25e-0a760701c2cf,私の誕生日は____です。,～日,My birthday is on the tenth.
b3103136-c403-4131-b7ad-cfb86d9bdc63,彼は２０____です。,～年,He is 20 years old.
b3103136-c403-4131-b7ad-cfb86d9bdc63,私の犬は３____です。,～年,My dog is 3 years old.
b3103136-c403-4131-b7ad-cfb86d9bdc63,彼女は５____学生です。,～年,She is a student for 5 years.
3c68040a-fce7-4b9e-a402-62f21ba3c2ae,彼は____本の本を持っています。,十,He has ten books.
3c68040a-fce7-4b9e-a402-62f21ba3c2ae,私の家族は____人です。,十,My family has ten people.
3c68040a-fce7-4b9e-a402-62f21ba3c2ae,私は____円を持っています。,十,I have ten yen.
cebe4cdc-3864-49a1-a6e0-a1eb73013f3e,彼は____人の友達がいます。,十,He has ten friends.
cebe4cdc-3864-49a1-a6e0-a1eb73013f3e,私の家には____匹の猫がいます。,十,There are ten cats in my house.
cebe4cdc-3864-49a1-a6e0-a1eb73013f3e,このクラスには____人の学生がいます。,十,There are ten students in this class.
87f70b73-41de-46e9-9273-2604b170cd34,私は____つのりんごがあります。,九,I have nine apples.
87f70b73-41de-46e9-9273-2604b170cd34,彼は____時に学校に行きます。,九,He goes to school at nine o'clock.
87f70b73-41de-46e9-9273-2604b170cd34,____人の友達がいます。,九,I have nine friends.
3d9c6f84-88a3-4d77-a573-2a86214bb9d1,テーブルの上に____のりんごがあります。,五つ,There are five apples on the table.
3d9c6f84-88a3-4d77-a573-2a86214bb9d1,私は____の本を持っています。,五つ,I have five books.
3d9c6f84-88a3-4d77-a573-2a86214bb9d1,彼は____の友達がいます。,五つ,He has five friends.
c05f739c-9ce9-474a-9358-927d40cb4cb8,この本は____です。,～円,"This book is 1,000 yen."
c05f739c-9ce9-474a-9358-927d40cb4cb8,コーヒーは____かかります。,～円,The coffee costs 500 yen.
c05f739c-9ce9-474a-9358-927d40cb4cb8,私は____を持っています。,～円,"I have 20,000 yen."
799d0d26-0d83-4390-9f73-6bccf736212c,彼は____円持っています。,万,He has ten thousand yen.
799d0d26-0d83-4390-9f73-6bccf736212c,この本は____のページがあります。,万,This book has ten thousand pages.
799d0d26-0d83-4390-9f73-6bccf736212c,日本の人口は____人を超えています。,万,The population of Japan exceeds ten million.
c7bc46ba-4876-440b-a1cd-3d18d917cd2a,今日は三度____に行きました。,～度,I went three times today.
c7bc46ba-4876-440b-a1cd-3d18d917cd2a,彼は五度____を見ました。,～度,He watched the movie five times.
c7bc46ba-4876-440b-a1cd-3d18d917cd2a,明日は二度____を勉強します。,～度,I will study Japanese two times tomorrow.
32750932-c132-482c-bf7b-bc3268f18d4c,テーブルの上に____のりんごがあります。,三つ,There are three apples on the table.
32750932-c132-482c-bf7b-bc3268f18d4c,私は____の本を持っています。,三つ,I have three books.
32750932-c132-482c-bf7b-bc3268f18d4c,彼は____の友達と遊びます。,三つ,He plays with three friends.
86da28a3-0129-4f65-b749-2eb714f4dda4,私は____つのリンゴを買いました。,三,I bought three apples.
86da28a3-0129-4f65-b749-2eb714f4dda4,彼は____人の友達がいます。,三,He has three friends.
86da28a3-0129-4f65-b749-2eb714f4dda4,私の家族は____人です。,三,There are three people in my family.
98abfbbb-f1ac-4b7d-8b0c-b01cf7cee6e2,私たちは二____で行きます。,～人,We will go with two people.
98abfbbb-f1ac-4b7d-8b0c-b01cf7cee6e2,映画館に三____がいました。,～人,There were three people at the movie theater.
98abfbbb-f1ac-4b7d-8b0c-b01cf7cee6e2,あの店に四____が並んでいます。,～人,Four people are lining up at that shop.
a60b2b22-4f08-4a68-be9a-9ba8db74fe2a,彼は本を____買いました。,～冊,He bought three books.
a60b2b22-4f08-4a68-be9a-9ba8db74fe2a,図書館に____行きました。,～冊,I went to the library for five books.
a60b2b22-4f08-4a68-be9a-9ba8db74fe2a,彼女は____読んでいます。,～冊,She is reading two books.
e86141ad-cb94-431a-9261-e82a752b1640,彼は本を____持っています。,沢山,He has a lot of books.
e86141ad-cb94-431a-9261-e82a752b1640,公園には花が____咲いています。,沢山,There are many flowers blooming in the park.
e86141ad-cb94-431a-9261-e82a752b1640,私の友達は____います。,沢山,I have many friends.
b8197600-c420-4c34-bed9-2be86081485e,彼は____人の友達がいます。,五,He has five friends.
b8197600-c420-4c34-bed9-2be86081485e,今日は____つのリンゴがあります。,五,Today there are five apples.
b8197600-c420-4c34-bed9-2be86081485e,私は____冊の本を読みました。,五,I read five books.
13c9e933-3065-4ff6-af91-22d4a4d085f1,彼の誕生日は____です。,二十日,His birthday is the twentieth.
13c9e933-3065-4ff6-af91-22d4a4d085f1,私は____に友達と会います。,二十日,I will meet my friend on the twentieth.
13c9e933-3065-4ff6-af91-22d4a4d085f1,____に試験があります。,二十日,There is an exam on the twentieth.
04b55d9f-60d3-403f-875c-da9d645f8e21,明日、映画に行きます。____、何時に会いますか？,それでは,"Well then, what time shall we meet?"
04b55d9f-60d3-403f-875c-da9d645f8e21,宿題は終わりました。____、遊びに行きましょう！,それでは,"Well then, let's go play!"
04b55d9f-60d3-403f-875c-da9d645f8e21,この本は面白いです。____、もう一冊買います。,それでは,"Well then, I will buy another one."
3becd3b1-81be-4046-9bf1-74aa25c10bbc,彼は____の本を持っています。,六つ,He has six books.
3becd3b1-81be-4046-9bf1-74aa25c10bbc,私の家には____の犬がいます。,六つ,There are six dogs in my house.
3becd3b1-81be-4046-9bf1-74aa25c10bbc,テーブルの上に____のりんごがあります。,六つ,There are six apples on the table.
561025a0-1dd3-4c76-a5b5-f17a809093fd,彼はクラスで____です。,～番,He is the best in the class.
561025a0-1dd3-4c76-a5b5-f17a809093fd,私はこの映画が____好きです。,～番,I like this movie the third best.
561025a0-1dd3-4c76-a5b5-f17a809093fd,彼女は学校で____の学生です。,～番,She is the second best student at school.
e9ffa557-51d7-4ccf-99ab-4a9188061450,テーブルの上に____のリンゴがあります。,四つ,There are four apples on the table.
e9ffa557-51d7-4ccf-99ab-4a9188061450,彼は____の本を持っています。,四つ,He has four books.
e9ffa557-51d7-4ccf-99ab-4a9188061450,私は____の花を買いました。,四つ,I bought four flowers.
3cd3ff38-3113-42e5-86fd-aca60be281c6,彼は日本に____住んでいます。,～か月,He has lived in Japan for three months.
3cd3ff38-3113-42e5-86fd-aca60be281c6,私の妹は____学校に行きました。,～か月,My younger sister went to school for six months.
3cd3ff38-3113-42e5-86fd-aca60be281c6,このプロジェクトは____かかります。,～か月,This project will take two months.
cdcedc42-a50d-411f-99ea-768f2c224b69,私は____つのりんごがあります。,七,I have seven apples.
cdcedc42-a50d-411f-99ea-768f2c224b69,彼は____歳です。,七,He is seven years old.
cdcedc42-a50d-411f-99ea-768f2c224b69,今日は____日です。,七,Today is the seventh day.
b002471b-9efc-4e04-94e0-adf86606daf2,私の誕生日は____です。,三日,My birthday is on the third.
b002471b-9efc-4e04-94e0-adf86606daf2,旅行は____かかります。,三日,The trip takes three days.
b002471b-9efc-4e04-94e0-adf86606daf2,彼は____待ちました。,三日,He waited for three days.
da88c70b-b320-4905-8d81-360c97830ee7,来週の____に会いましょう。,五日,Let's meet on the fifth day of next week.
da88c70b-b320-4905-8d81-360c97830ee7,____後にテストがあります。,五日,There is a test in five days.
da88c70b-b320-4905-8d81-360c97830ee7,____は月曜日です。,五日,The fifth is a Monday.
9b33eb99-2d38-4d2e-ad9b-11c97187e43f,みんなが一人ずつ____を言います。,ずつ,Everyone will say their name one by one.
9b33eb99-2d38-4d2e-ad9b-11c97187e43f,子供たちは一つずつ____を作ります。,ずつ,The children will make one toy at a time.
9b33eb99-2d38-4d2e-ad9b-11c97187e43f,彼は毎日少しずつ____を勉強します。,ずつ,He studies Japanese little by little every day.
90fce158-731f-48e0-870f-0ee7f5e6ec3f,彼は____の学生です。,一番,He is the best student.
90fce158-731f-48e0-870f-0ee7f5e6ec3f,この映画は____好きです。,一番,This is my favorite movie.
90fce158-731f-48e0-870f-0ee7f5e6ec3f,私の犬は____かわいいです。,一番,My dog is the cutest.
5793a8e2-fb0e-467c-b242-af7eeb8a1034,この本はあの本より____ほうが面白いです。,[B]より[A]ほうが,This book is more interesting than that book.
5793a8e2-fb0e-467c-b242-af7eeb8a1034,彼は私より____ほうが背が高いです。,[B]より[A]ほうが,He is taller than me.
5793a8e2-fb0e-467c-b242-af7eeb8a1034,この映画はあの映画より____ほうが好きです。,[B]より[A]ほうが,I like this movie more than that movie.
3f1ee8f5-724e-4bd6-9322-63acd7f31d92,彼は____に学校に行きます。,十日,He goes to school on the tenth day.
3f1ee8f5-724e-4bd6-9322-63acd7f31d92,私の誕生日は____です。,十日,My birthday is on the tenth.
3f1ee8f5-724e-4bd6-9322-63acd7f31d92,____後に友達に会います。,十日,I will meet my friend in ten days.
6da30140-92f4-40cf-a3a7-e0a2170fedce,私の電話の____は1234です。,番号,My phone number is 1234.
6da30140-92f4-40cf-a3a7-e0a2170fedce,この____はとても大切です。,番号,This number is very important.
6da30140-92f4-40cf-a3a7-e0a2170fedce,あなたの学生____は何ですか？,番号,What is your student number?
845817ae-b5db-43ed-b429-d7a792c036b9,明日、私は____中に勉強します。,一日,"Tomorrow, I will study for one day."
845817ae-b5db-43ed-b429-d7a792c036b9,彼は____旅行に行きます。,一日,He will go on a trip for one day.
845817ae-b5db-43ed-b429-d7a792c036b9,私の誕生日は____です。,一日,My birthday is one day.
c43509a4-7eb3-4b33-8de9-39c86baf6250,この部屋は10____あります。,メートル,This room is 10 meters.
c43509a4-7eb3-4b33-8de9-39c86baf6250,彼の身長は180____です。,メートル,His height is 180 meters.
c43509a4-7eb3-4b33-8de9-39c86baf6250,川の幅は5____です。,メートル,The width of the river is 5 meters.
1b2867b6-7c65-4253-a9f3-c722da2c969f,彼は____の人です。,外,He is an outsider.
1b2867b6-7c65-4253-a9f3-c722da2c969f,私たちは____のことを話しましょう。,外,Let's talk about the rest.
1b2867b6-7c65-4253-a9f3-c722da2c969f,彼女は____に行きました。,外,She went outside.
d0a22160-e250-4e44-9961-56e2632b97db,彼は写真を____撮りました。,～枚,He took three pictures.
d0a22160-e250-4e44-9961-56e2632b97db,この本は____ありますか？,～枚,Do you have five pages of this book?
d0a22160-e250-4e44-9961-56e2632b97db,私は切符を____買いました。,～枚,I bought two tickets.
f29fed62-0098-4c40-93df-d1bda5ccd9d7,勉強は____ことです。,なくてはならない,Studying is a must.
f29fed62-0098-4c40-93df-d1bda5ccd9d7,健康のために運動は____。,なくてはならない,Exercise is necessary for health.
f29fed62-0098-4c40-93df-d1bda5ccd9d7,仕事をするために、準備が____。,なくてはならない,Preparation is essential for work.
bad50968-0b7d-4c98-962b-e52a70a186fb,果物の中で____が一番好きです。,の中で[A]が一番,I like bananas the most among fruits.
bad50968-0b7d-4c98-962b-e52a70a186fb,動物の中で____が一番かわいいです。,の中で[A]が一番,Dogs are the cutest among animals.
bad50968-0b7d-4c98-962b-e52a70a186fb,スポーツの中で____が一番楽しいです。,の中で[A]が一番,Soccer is the most fun among sports.
5cd6d3d6-cecd-40bd-a25d-4c91e1ef7fd0,今日は____です。,九日,Today is the ninth day.
5cd6d3d6-cecd-40bd-a25d-4c91e1ef7fd0,私は____に友達に会います。,九日,I will meet my friend on the ninth.
5cd6d3d6-cecd-40bd-a25d-4c91e1ef7fd0,____は月曜日です。,九日,The ninth is a Monday.
697e35f9-ef04-44ba-9763-bd92f4fc79e2,私は____に友達に会います。,六日,I will meet my friend on the sixth day.
697e35f9-ef04-44ba-9763-bd92f4fc79e2,____は日曜日です。,六日,The sixth day is Sunday.
697e35f9-ef04-44ba-9763-bd92f4fc79e2,彼は____に旅行に行きます。,六日,He will go on a trip in six days.
ed35b480-55e3-4116-8b98-1e9a2a3045fc,彼は____が二十歳です。,年,He is twenty years old.
ed35b480-55e3-4116-8b98-1e9a2a3045fc,私の____は二〇二〇年です。,年,My year is 2020.
ed35b480-55e3-4116-8b98-1e9a2a3045fc,この____はとても暑いです。,年,This year is very hot.
99b68235-a785-4529-970c-41fdae47b2cd,私の兄は____人です。,二,My older brother is two years old.
99b68235-a785-4529-970c-41fdae47b2cd,彼女は____つのケーキを作りました。,二,She made two cakes.
99b68235-a785-4529-970c-41fdae47b2cd,テーブルの上に____つの本があります。,二,There are two books on the table.
a4e45b6b-a4f1-4a94-9de0-4421ead1498b,彼は毎日三____勉強します。,～時間,He studies for three hours every day.
a4e45b6b-a4f1-4a94-9de0-4421ead1498b,私たちは二____映画を見ました。,～時間,We watched a movie for two hours.
a4e45b6b-a4f1-4a94-9de0-4421ead1498b,この仕事は一____かかります。,～時間,This job takes one hour.
8e489e54-1d17-4cb4-838f-9783e23abdc8,私は____つのりんごを買いました。,八,I bought eight apples.
8e489e54-1d17-4cb4-838f-9783e23abdc8,彼は____歳です。,八,He is eight years old.
8e489e54-1d17-4cb4-838f-9783e23abdc8,テーブルの上に____本の本があります。,八,There are eight books on the table.
0b62fcd7-c7a4-410c-af4e-c47feb1e087f,今週の____は土曜日です。,四日,This week's fourth day is Saturday.
0b62fcd7-c7a4-410c-af4e-c47feb1e087f,彼は____に来ます。,四日,He will come in four days.
0b62fcd7-c7a4-410c-af4e-c47feb1e087f,私は____に友達と会います。,四日,I will meet my friend on the fourth day.
55793a01-166c-484e-b28f-b2896427a538,今は____です。,半,It is half past five now.
55793a01-166c-484e-b28f-b2896427a538,彼は____のケーキを食べました。,半,He ate half of the cake.
55793a01-166c-484e-b28f-b2896427a538,この本は____です。,半,This book is one third.
533d95e1-c6c7-4694-bd7e-146c1b0d708c,今月の____は日曜日です。,八日,The eighth day of this month is Sunday.
533d95e1-c6c7-4694-bd7e-146c1b0d708c,私の誕生日は____です。,八日,My birthday is on the eighth.
533d95e1-c6c7-4694-bd7e-146c1b0d708c,____に友達と会います。,八日,I will meet my friend on the eighth.
90d376f7-9fde-4979-b8ec-fd282109c231,この本は____ですか？,いくら,How much is this book?
90d376f7-9fde-4979-b8ec-fd282109c231,あなたは____のりんごを買いましたか？,いくら,How many apples did you buy?
90d376f7-9fde-4979-b8ec-fd282109c231,このシャツは____ですか？,いくら,How much is this shirt?
a71628cb-a8fe-416e-9bb5-449ef1696d15,私は____つのリンゴがあります。,四,I have four apples.
a71628cb-a8fe-416e-9bb5-449ef1696d15,彼は____人の友達がいます。,四,He has four friends.
a71628cb-a8fe-416e-9bb5-449ef1696d15,教室には____つの机があります。,四,There are four desks in the classroom.
8d9cfdbb-1484-4fce-976e-545d9ca96cac,このりんごは____です。,グラム,This apple is 200 grams.
8d9cfdbb-1484-4fce-976e-545d9ca96cac,私は肉を____買います。,グラム,I will buy 500 grams of meat.
8d9cfdbb-1484-4fce-976e-545d9ca96cac,このお米は____ですか？,グラム,How much is this rice in grams?
626bcd5f-de9e-492f-832d-6feceb8fae1b,公園に____がいます。,二人,There are two people in the park.
626bcd5f-de9e-492f-832d-6feceb8fae1b,____で映画を見ました。,二人,I watched a movie with two people.
626bcd5f-de9e-492f-832d-6feceb8fae1b,友達と____で遊びました。,二人,I played with two people and my friend.
e3fcf061-0b05-469a-9d4f-3f2a9b600a3c,彼は____の本を読みました。,全部,He read all the books.
e3fcf061-0b05-469a-9d4f-3f2a9b600a3c,私たちは____の人を知っています。,全部,We know all the people.
e3fcf061-0b05-469a-9d4f-3f2a9b600a3c,この料理は____おいしいです。,全部,This dish is all delicious.
9eade8ed-0467-404f-bbc7-f2889055689d,さ来年、私は日本に行きます。____を楽しみにしています。,さ来年,I will go to Japan the year after next. I am looking forward to the trip.
9eade8ed-0467-404f-bbc7-f2889055689d,彼は____に大学を卒業します。,さ来年,He will graduate from university the year after next.
9eade8ed-0467-404f-bbc7-f2889055689d,私たちは____の夏に結婚します。,さ来年,We will get married in the summer of the year after next.
82addc58-4924-4b58-8c8c-c85f4d0dae20,私の部屋は3____です。,～階,My room is on the third floor.
82addc58-4924-4b58-8c8c-c85f4d0dae20,このビルは5____あります。,～階,This building has five floors.
82addc58-4924-4b58-8c8c-c85f4d0dae20,彼は2____に住んでいます。,～階,He lives on the second floor.
f1686fe6-99ea-44b3-8775-4cd451cec82f,今、私は____待っています。,～分,I am waiting for ten minutes.
f1686fe6-99ea-44b3-8775-4cd451cec82f,電車は____に来ます。,～分,The train will come in five minutes.
f1686fe6-99ea-44b3-8775-4cd451cec82f,宿題は____かかります。,～分,The homework takes thirty minutes.
980ba8ef-09ea-44b5-b9cf-8efbbb8d6b02,このお菓子は____おいしくないです。,余り,This snack is not very tasty.
980ba8ef-09ea-44b5-b9cf-8efbbb8d6b02,彼は____勉強しません。,余り,He does not study very much.
980ba8ef-09ea-44b5-b9cf-8efbbb8d6b02,今日は____暑くないです。,余り,Today is not very hot.
35e962b2-8e86-4407-9b07-488efb582d7f,ここで大声で____ください。,ないでください,Please don't speak loudly here.
35e962b2-8e86-4407-9b07-488efb582d7f,その本を____ください。,ないでください,Please don't read that book.
35e962b2-8e86-4407-9b07-488efb582d7f,遅れないで____。,ないでください,Please don't be late.
868e6369-fc44-4d4f-aa2e-5eaf50b59b5b,あなたは____歳ですか？,いくつ,How old are you?
868e6369-fc44-4d4f-aa2e-5eaf50b59b5b,このリンゴは____ありますか？,いくつ,How many apples are there?
868e6369-fc44-4d4f-aa2e-5eaf50b59b5b,彼は____の本を持っていますか？,いくつ,How many books does he have?
95cf0b9a-ec9d-470c-9c12-11240bdd14cf,彼は____円持っています。,百,He has one hundred yen.
95cf0b9a-ec9d-470c-9c12-11240bdd14cf,この本は____ページあります。,百,This book has one hundred pages.
95cf0b9a-ec9d-470c-9c12-11240bdd14cf,私は____点を取りました。,百,I scored one hundred points.
f552bb92-3d53-43af-854e-21a1ddaa2a92,私は水____飲みます。,だけ,I drink only water.
f552bb92-3d53-43af-854e-21a1ddaa2a92,彼は日本語____話せます。,だけ,He can speak only Japanese.
f552bb92-3d53-43af-854e-21a1ddaa2a92,この本は子供____読むことができます。,だけ,Only children can read this book.
cbd91083-56b4-484f-8919-28598472b120,彼は____の花を持っています。,七つ,He has seven flowers.
cbd91083-56b4-484f-8919-28598472b120,私の家には____の犬がいます。,七つ,There are seven dogs in my house.
cbd91083-56b4-484f-8919-28598472b120,テーブルの上に____の本があります。,七つ,There are seven books on the table.
99ae7ee5-7743-4bda-9ac5-c108e3f0fc95,この店で____の卵を買いました。,～個,I bought three eggs at this store.
99ae7ee5-7743-4bda-9ac5-c108e3f0fc95,私は____の本を読みました。,～個,I read two books.
99ae7ee5-7743-4bda-9ac5-c108e3f0fc95,テーブルの上に____のコップがあります。,～個,There are four cups on the table.
f76d0754-9252-4c1a-b6fe-46d873452bda,彼はクラスで____成績がいいです。,一番,He has the best grades in the class.
f76d0754-9252-4c1a-b6fe-46d873452bda,この映画は____面白いです。,一番,This movie is the most interesting.
f76d0754-9252-4c1a-b6fe-46d873452bda,夏が____好きです。,一番,I like summer the most.
eaa15481-6550-4c30-991e-7fbe89b22ace,私は____のりんごを買いました。,一つ,I bought one apple.
eaa15481-6550-4c30-991e-7fbe89b22ace,テーブルの上に____の本があります。,一つ,There is one book on the table.
eaa15481-6550-4c30-991e-7fbe89b22ace,彼は____の問題を解きました。,一つ,He solved one problem.
09d14f61-3c98-49a8-b386-495515f029d4,私の好きな____は寿司です。,食べ物,My favorite food is sushi.
09d14f61-3c98-49a8-b386-495515f029d4,このレストランにはおいしい____があります。,食べ物,This restaurant has delicious food.
09d14f61-3c98-49a8-b386-495515f029d4,毎日、いろいろな____を作ります。,食べ物,I make various foods every day.
01ac79ae-23cf-4131-aac7-ea7dbc157fc2,夏に友達と____に行きます。,プール,I go to the swimming pool with my friends in the summer.
01ac79ae-23cf-4131-aac7-ea7dbc157fc2,子供たちは____で遊んでいます。,プール,The children are playing in the swimming pool.
01ac79ae-23cf-4131-aac7-ea7dbc157fc2,明日、____で泳ぎたいです。,プール,I want to swim in the swimming pool tomorrow.
41be564b-0a1f-4911-a33b-eab0e3a9f478,彼の車は____です。,赤い,His car is red.
41be564b-0a1f-4911-a33b-eab0e3a9f478,____花が好きです。,赤い,I like red flowers.
41be564b-0a1f-4911-a33b-eab0e3a9f478,このシャツは____ですか？,赤い,Is this shirt red?
